Title,IMDb Rating,Year,Genre,Director
Little Nicky,5.3,2000,Comedy,Steven Brill
Cliffhanger,6.5,1993,Action,Renny Harlin
Self/less,6.5,2015,Action,Tarsem Singh
The Player,7.5,1992,Comedy,Robert Altman
Six Degrees of Separation,6.8,1993,Comedy,Fred Schepisi
Hotel Rwanda,8.1,2004,Biography,Terry George
The Bed Sitting Room,6.1,1969,Comedy,Richard Lester
Nothing But Trouble,5,1991,Comedy,Dan Aykroyd
The Bank Job,7.2,2008,Crime,Roger Donaldson
Walk Hard: The Dewey Cox Story,6.8,2007,Comedy,Jake Kasdan
The Life Aquatic with Steve Zissou,7.2,2004,Action,Wes Anderson
Rambo: First Blood Part II,6.5,1985,Action,George P. Cosmatos
National Lampoon's Christmas Vacation,7.5,1989,Comedy,Jeremiah S. Chechik
Get Shorty,6.9,1995,Comedy,Barry Sonnenfeld
The Amityville Horror,5.9,2005,Horror,Andrew Douglas
Summer of Sam,6.7,1999,Crime,Spike Lee
RoboCop,6.2,2014,Action,José Padilha
Ace Ventura: When Nature Calls,6.4,1995,Adventure,Steve Oedekerk
Fear Street: 1978,6.7,2021,Drama,Leigh Janiak
Fiddler on the Roof,8,1971,Drama,Norman Jewison
The Strangers,6.1,2008,Horror,Bryan Bertino
Fright Night,6.4,2011,Comedy,Craig Gillespie
Rise of the Footsoldier: Part II,5.3,2015,Biography,Ricci Harnett
Pursuit,2.7,2022,Action,Brian Skiba
Gûzen to sôzô,7.6,2021,Drama,Ryûsuke Hamaguchi
Snakes on a Plane,5.5,2006,Action,David R. Ellis
Extinction,5.8,2018,Action,Ben Young
Enemy at the Gates,7.6,2001,Action,Jean-Jacques Annaud
Brooklyn,7.5,2015,Drama,John Crowley
The Chronicles of Narnia: Prince Caspian,6.5,2008,Action,Andrew Adamson
Jack Ryan: Shadow Recruit,6.2,2014,Action,Kenneth Branagh
Real Genius,6.9,1985,Comedy,Martha Coolidge
You Belong to Me,5.3,2021,Drama,Vaughn Stein
Tra(sgre)dire,5.4,2000,Comedy,Tinto Brass
Crank,6.9,2006,Action,Brian Taylor
Boys Don't Cry,7.5,1999,Biography,Kimberly Peirce
Speed Racer,6,2008,Action,Lilly Wachowski
Jeepers Creepers 2,5.6,2003,Horror,Victor Salva
The Return of the Living Dead,7.3,1985,Comedy,Dan O'Bannon
The Tourist,6,2010,Action,Florian Henckel von Donnersmarck
Hotel Mumbai,7.6,2018,Action,Anthony Maras
Ferdinand,6.7,2017,Animation,Carlos Saldanha
Palmer,7.2,2021,Drama,Fisher Stevens
MILF,4.8,2018,Comedy,Axelle Laffont
Frances Ha,7.4,2012,Comedy,Noah Baumbach
Tulip Fever,6.2,2017,Drama,Justin Chadwick
Youth,7.3,2015,Comedy,Paolo Sorrentino
Over the Top,5.8,1987,Action,Menahem Golan
Candyman,6.7,1992,Horror,Bernard Rose
Doomsday,5.9,2008,Action,Neil Marshall
Hummingbird,6.2,2013,Action,Steven Knight
Doctor Zhivago,8,1965,Drama,David Lean
Get Hard,6,2015,Comedy,Etan Cohen
Fire in the Sky,6.5,1993,Biography,Robert Lieberman
The Flintstones,4.9,1994,Comedy,Brian Levant
Leviathan,5.8,1989,Adventure,George P. Cosmatos
Pitch Perfect 2,6.4,2015,Comedy,Elizabeth Banks
Creep,6.3,2014,Horror,Patrick Brice
Everybody Wants Some!!,6.9,2016,Comedy,Richard Linklater
Les demoiselles de Rochefort,7.7,1967,Comedy,Jacques Demy
Funny Games,6.5,2007,Crime,Michael Haneke
Night of the Living Dead,7.8,1968,Horror,George A. Romero
Woman in Gold,7.3,2015,Biography,Simon Curtis
Rock of Ages,5.9,2012,Comedy,Adam Shankman
Flight of the Navigator,6.9,1986,Adventure,Randal Kleiser
Guns Akimbo,6.3,2019,Action,Jason Howden
I Love You Man,7,2009,Comedy,John Hamburg
Kin,5.8,2018,Action,Jonathan Baker
Det sjunde inseglet,8.1,1957,Drama,Ingmar Bergman
Changeling,7.8,2008,Biography,Clint Eastwood
Maleficent: Mistress of Evil,6.6,2019,Adventure,Joachim Rønning
Batman: The Long Halloween Part One,7.2,2021,Animation,Chris Palmer
The Shallows,6.3,2016,Action,Jaume Collet-Serra
Hillwalkers,4.2,2022,Horror,Tom Cosgrove
Mira por mí,5.9,2021,Crime,Randall Okita
The Color of Money,7,1986,Drama,Martin Scorsese
Congo,5.2,1995,Action,Frank Marshall
Creed II,7.1,2018,Drama,Steven Caple Jr.
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3,2006,Comedy,Larry Charles
Black Snake Moan,6.9,2006,Drama,Craig Brewer
Fences,7.2,2016,Drama,Denzel Washington
Journey to the Center of the Earth,5.8,2008,Action,Eric Brevig
Fireheart,6.2,2022,Animation,Laurent Zeitoun
Lekh,9,2022,Drama,Bhanu Thakur
Mother/Android,4.8,2021,Drama,Mattson Tomlin
1922,6.2,2017,Crime,Zak Hilditch
Let Him Go,6.7,2020,Crime,Thomas Bezucha
The Harvey Girls,7,1946,Comedy,George Sidney
Night Raiders,5.2,2021,Action,Danis Goulet
The Iron Giant,8.1,1999,Animation,Brad Bird
The Dark and the Wicked,6.1,2020,Horror,Bryan Bertino
SAS: Red Notice,5.2,2021,Action,Magnus Martens
The Poughkeepsie Tapes,6,2007,Horror,John Erick Dowdle
Mr. Jones,6.9,2019,Biography,Agnieszka Holland
The Mule,7,2018,Crime,Clint Eastwood
Battle: Los Angeles,5.7,2011,Action,Jonathan Liebesman
The Wild Bunch,7.9,1969,Action,Sam Peckinpah
Welcome to Marwen,6.2,2018,Biography,Robert Zemeckis
Hellbender,5.9,2021,Horror,Zelda Adams
The Package,5.5,2018,Comedy,Jake Szymanski
Smokey and the Bandit,6.9,1977,Action,Hal Needham
The Whole Nine Yards,6.7,2000,Comedy,Jonathan Lynn
The Nightmare Before Christmas,8,1993,Animation,Henry Selick
Nacho Libre,5.8,2006,Comedy,Jared Hess
Censor,6,2021,Horror,Prano Bailey-Bond
Just My Luck,5.4,2006,Comedy,Donald Petrie
Sul più bello,6.1,2020,Comedy,Alice Filippi
Jay and Silent Bob Reboot,5.6,2019,Action,Kevin Smith
Honey Boy,7.2,2019,Drama,Alma Har'el
A Nightmare on Elm Street,5.2,2010,Crime,Samuel Bayer
Convoy,6.3,1978,Action,Sam Peckinpah
The Call,6.7,2013,Crime,Brad Anderson
Wyrmwood: Apocalypse,5.5,2021,Action,Kiah Roache-Turner
Bringing Out the Dead,6.8,1999,Drama,Martin Scorsese
The Humans,6.1,2021,Drama,Stephen Karam
The Natural,7.4,1984,Drama,Barry Levinson
Bend It Like Beckham,6.7,2002,Comedy,Gurinder Chadha
The Rum Diary,6.2,2011,Comedy,Bruce Robinson
Poskromienie zlosnicy,4.5,2022,Comedy,Anna Wieczur-Bluszcz
The Remains of the Day,7.8,1993,Drama,James Ivory
King of Kings,6.9,1961,Biography,Nicholas Ray
Risen,6.3,2016,Action,Kevin Reynolds
Night Drive,6.9,2022,Drama,Vysakh
Jesus Christ Superstar,7.3,1973,Drama,Norman Jewison
Time After Time,7.1,1979,Adventure,Nicholas Meyer
Alice Through the Looking Glass,6.1,2016,Adventure,James Bobin
Problem Child,5.4,1990,Comedy,Dennis Dugan
The Time Machine,7.5,1960,Adventure,George Pal
The Wolf Man,7.2,1941,Horror,George Waggner
Clean and Sober,6.7,1988,Drama,Glenn Gordon Caron
The Greatest Story Ever Told,6.5,1965,Biography,George Stevens
The Last Temptation of Christ,7.5,1988,Drama,Martin Scorsese
Holidate,6.1,2020,Comedy,John Whitesell
Wyrmwood,6.2,2014,Action,Kiah Roache-Turner
Titanic 666,5.1,2022,Horror,Nick Lyon
Reign of Chaos,2.7,2022,Sci-Fi,Rebecca Matthews
42,7.5,2013,Biography,Brian Helgeland
Runaway Jury,7.1,2003,Crime,Gary Fleder
Out of Sight,7,1998,Comedy,Steven Soderbergh
The Thing,6.2,2011,Horror,Matthijs van Heijningen Jr.
Papillon,7.2,2017,Adventure,Michael Noer
The Seven-Ups,6.8,1973,Action,Philip D'Antoni
Palm Springs Weekend,5.9,1963,Comedy,Norman Taurog
Great Expectations,7.8,1946,Adventure,David Lean
Kol,7.1,2020,Crime,Chung-Hyun Lee
The Man Who Shot Liberty Valance,8.1,1962,Drama,John Ford
Austenland,6.3,2013,Comedy,Jerusha Hess
The Mother the Son the Rat and the Gun,4.8,2021,Crime,Philip Staal
Hercules,6,2014,Action,Brett Ratner
He's Just Not That Into You,6.4,2009,Comedy,Ken Kwapis
An American in Paris,7.2,1951,Drama,Vincente Minnelli
Where the Boys Are,6.6,1960,Comedy,Henry Levin
Death Wish,6.3,2018,Action,Eli Roth
Alien: Resurrection,6.2,1997,Action,Jean-Pierre Jeunet
American Honey,7,2016,Adventure,Andrea Arnold
For Your Eyes Only,6.7,1981,Action,John Glen
Stagecoach,7.8,1939,Adventure,John Ford
Jersey,8,2022,Drama,Gowtam Tinnanuri
Chariot,3.9,2022,Sci-Fi,Adam Sigal
Ben-Hur,5.7,2016,Action,Timur Bekmambetov
Cocoon,6.7,1985,Comedy,Ron Howard
Mile 22,6.1,2018,Action,Peter Berg
Coast,5.6,2021,Drama,Derek Schweickart
Bob le flambeur,7.6,1956,Crime,Jean-Pierre Melville
We Bought a Zoo,7.1,2011,Comedy,Cameron Crowe
House of 1000 Corpses,6,2003,Horror,Rob Zombie
There Was a Crooked Man...,6.9,1970,Comedy,Joseph L. Mankiewicz
Monamour,5.3,2005,Drama,Tinto Brass
Inland Empire,6.8,2006,Drama,David Lynch
Vegas Vacation,5.9,1997,Comedy,Stephen Kessler
The Charge of the Light Brigade,7,1936,Action,Michael Curtiz
Crimes of the Future,4.9,1970,Comedy,David Cronenberg
Peter Rabbit,6.6,2018,Animation,Will Gluck
Easter Parade,7.3,1948,Musical,Charles Walters
The Map of Tiny Perfect Things,6.8,2021,Comedy,Ian Samuels
Bright Lights Big City,5.7,1988,Drama,James Bridges
London Fields,4,2018,Crime,Mathew Cullen
Intimacy,6.1,2001,Drama,Patrice Chéreau
The Mummy: Tomb of the Dragon Emperor,5.2,2008,Action,Rob Cohen
We're All Going to the World's Fair,6.2,2021,Drama,Jane Schoenbrun
22-Jul,6.8,2018,Crime,Paul Greengrass
Rat Race,6.4,2001,Action,Jerry Zucker
The Negotiator,7.3,1998,Action,F. Gary Gray
A Dangerous Method,6.4,2011,Biography,David Cronenberg
Cosmopolis,5.1,2012,Crime,David Cronenberg
The Clovehitch Killer,6.5,2018,Crime,Duncan Skiles
Time Bandits,6.9,1981,Adventure,Terry Gilliam
Percy Jackson: Sea of Monsters,5.7,2013,Adventure,Thor Freudenthal
Salt,6.4,2010,Action,Phillip Noyce
The Hot Chick,5.5,2002,Comedy,Tom Brady
Maze Runner: The Death Cure,6.2,2018,Action,Wes Ball
Licence to Kill,6.6,1989,Action,John Glen
Seven Brides for Seven Brothers,7.3,1954,Comedy,Stanley Donen
Papillon,8,1973,Biography,Franklin J. Schaffner
Badlands,7.7,1973,Action,Terrence Malick
Cube,7.2,1997,Drama,Vincenzo Natali
The House of the Spirits,6.9,1993,Drama,Bille August
Große Freiheit,7.6,2021,Drama,Sebastian Meise
Horns,6.4,2013,Comedy,Alexandre Aja
Aileen Wuornos: American Boogeywoman,3.6,2021,Drama,Daniel Farrands
22 Jump Street,7,2014,Action,Christopher Miller
Definitely Maybe,7.1,2008,Comedy,Adam Brooks
The Eagle Has Landed,6.9,1976,Adventure,John Sturges
Noah,5.8,2014,Action,Darren Aronofsky
Palm Beach,5.6,2019,Comedy,Rachel Ward
A Cinderella Story,5.9,2004,Comedy,Mark Rosman
Lost in Space,5.2,1998,Action,Stephen Hopkins
New York Minute,4.9,2004,Comedy,Dennie Gordon
Charlie's Angels: Full Throttle,4.9,2003,Action,McG
Cleopatra,7,1963,Biography,Joseph L. Mankiewicz
Pleasantville,7.5,1998,Comedy,Gary Ross
Good Boys,6.7,2019,Adventure,Gene Stupnitsky
Soylent Green,7,1973,Crime,Richard Fleischer
The Asphalt Jungle,7.8,1950,Crime,John Huston
Maze Runner: The Scorch Trials,6.3,2015,Action,Wes Ball
Pure Country,7,1992,Drama,Christopher Cain
How to Steal a Million,7.5,1966,Comedy,William Wyler
Tremors,7.1,1990,Comedy,Ron Underwood
The Five-Year Engagement,6.2,2012,Comedy,Nicholas Stoller
Problem Child 2,4.8,1991,Comedy,Brian Levant
Taanakkaran,8.4,2022,Sport,Tamizh
In the Army Now,4.9,1994,Comedy,Daniel Petrie Jr.
The Adventures of Ford Fairlane,6.4,1990,Action,Renny Harlin
Deck the Halls,5,2006,Comedy,John Whitesell
Peter Rabbit 2: The Runaway,6.2,2021,Animation,Will Gluck
Sleepwalkers,5.3,1992,Fantasy,Mick Garris
Knight and Day,6.3,2010,Action,James Mangold
Jeune et jolie,6.7,2013,Drama,François Ozon
eXistenZ,6.8,1999,Horror,David Cronenberg
The Glass House,5.8,2001,Crime,Daniel Sackheim
The Great Escape,8.2,1963,Adventure,John Sturges
Barfly,7.2,1987,Comedy,Barbet Schroeder
The Waterboy,6.1,1998,Comedy,Frank Coraci
Rumor Has It...,5.5,2005,Comedy,Rob Reiner
The Holiday,6.9,2006,Comedy,Nancy Meyers
xXx,5.8,2002,Action,Rob Cohen
The Death of Dick Long,6.3,2019,Comedy,Daniel Scheinert
National Treasure: Book of Secrets,6.5,2007,Action,Jon Turteltaub
High Society,6.9,1956,Comedy,Charles Walters
Manhunter,7.2,1986,Crime,Michael Mann
There's Someone Inside Your House,4.8,2021,Horror,Patrick Brice
Love in the Afternoon,7.1,1957,Comedy,Billy Wilder
Allied,7.1,2016,Action,Robert Zemeckis
Predator 2,6.2,1990,Action,Stephen Hopkins
The Getaway,7.4,1972,Action,Sam Peckinpah
Triangle,6.9,2009,Mystery,Christopher Smith
On the Basis of Sex,7.1,2018,Biography,Mimi Leder
Killer Party,4.9,1986,Comedy,William Fruet
The Heartbreak Kid,5.8,2007,Comedy,Bobby Farrelly
House of Wax,5.4,2005,Horror,Jaume Collet-Serra
Metropolis,8.3,1927,Drama,Fritz Lang
WarHunt,4.2,2022,Action,Mauro Borrelli
Maps to the Stars,6.2,2014,Comedy,David Cronenberg
Gigi,6.7,1958,Comedy,Charles Walters
The Duff,6.4,2015,Comedy,Ari Sandel
Space Jam,6.5,1996,Animation,Joe Pytka
Enter the Dragon,7.6,1973,Action,Robert Clouse
Room 203,4.1,2022,Horror,Ben Jagger
Brazil,7.9,1985,Drama,Terry Gilliam
Official Secrets,7.3,2019,Biography,Gavin Hood
The Babysitter: Killer Queen,5.8,2020,Comedy,McG
Lars and the Real Girl,7.3,2007,Comedy,Craig Gillespie
Gigli,2.6,2003,Comedy,Martin Brest
The Vow,6.8,2012,Drama,Michael Sucsy
Ammonite,6.5,2020,Biography,Francis Lee
Treasure Planet,7.1,2002,Animation,Ron Clements
Hotel Artemis,6,2018,Action,Drew Pearce
Selena,6.8,1997,Biography,Gregory Nava
Masters of the Universe,5.3,1987,Action,Gary Goddard
Intrusion,5.3,2021,Drama,Adam Salky
Now You See Me 2,6.4,2016,Action,Jon M. Chu
Rango,7.2,2011,Animation,Gore Verbinski
Sleepy Hollow,7.3,1999,Fantasy,Tim Burton
The Square,7.2,2017,Comedy,Ruben Östlund
Disturbia,6.8,2007,Crime,D.J. Caruso
Gangster Squad,6.7,2013,Action,Ruben Fleischer
The Legend of Robert the Doll,2.6,2018,Horror,Andrew Jones
Wolf,6.2,1994,Drama,Mike Nichols
Mommie Dearest,6.6,1981,Biography,Frank Perry
Need for Speed,6.4,2014,Action,Scott Waugh
Cars 3,6.7,2017,Animation,Brian Fee
Rocky IV,6.8,1985,Drama,Sylvester Stallone
Scary Movie 2,5.3,2001,Comedy,Keenen Ivory Wayans
The Best Exotic Marigold Hotel,7.2,2011,Comedy,John Madden
Inheritance,5.5,2020,Drama,Vaughn Stein
Videodrome,7.2,1983,Horror,David Cronenberg
Color Out of Space,6.1,2019,Horror,Richard Stanley
The Bourne Ultimatum,8,2007,Action,Paul Greengrass
Can-Can,6.3,1960,Comedy,Walter Lang
Beastly,5.5,2011,Drama,Daniel Barnz
Scanners,6.7,1981,Horror,David Cronenberg
Die Häschenschule - Der große Eierklau,6.4,2022,Animation,Ute von Münchow-Pohl
Shadow of the Vampire,6.9,2000,Drama,E. Elias Merhige
Hannibal Rising,6.1,2007,Adventure,Peter Webber
Never Back Down,6.5,2008,Action,Jeff Wadlow
Starsky & Hutch,6.1,2004,Comedy,Todd Phillips
House of the Long Shadows,6.2,1983,Comedy,Pete Walker
Lords of Dogtown,7.1,2005,Biography,Catherine Hardwicke
Silverado,7.2,1985,Action,Lawrence Kasdan
Star Trek IV: The Voyage Home,7.3,1986,Action,Leonard Nimoy
Cloudy with a Chance of Meatballs,6.9,2009,Animation,Christopher Miller
Rio,6.9,2011,Animation,Carlos Saldanha
Monella,5.1,1998,Comedy,Tinto Brass
Copycat,6.6,1995,Drama,Jon Amiel
The Gambler,6,2014,Crime,Rupert Wyatt
The Robe,6.7,1953,Drama,Henry Koster
Professor Marston and the Wonder Women,7,2017,Biography,Angela Robinson
Saint Maud,6.7,2019,Drama,Rose Glass
The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,2010,Adventure,Michael Apted
Naked Lunch,6.9,1991,Drama,David Cronenberg
Night at the Museum: Secret of the Tomb,6.2,2014,Adventure,Shawn Levy
Austin Powers in Goldmember,6.2,2002,Action,Jay Roach
From Russia with Love,7.4,1963,Action,Terence Young
American Sicario,6.4,2021,Action,RJ Collins
The Condemned,6,2007,Action,Scott Wiper
Happy Feet,6.4,2006,Animation,Warren Coleman
Reign of Fire,6.2,2002,Action,Rob Bowman
The Sweetest Thing,5.1,2002,Comedy,Roger Kumble
The Boss Baby,6.3,2017,Animation,Tom McGrath
Wildlife,6.8,2018,Drama,Paul Dano
Tootsie,7.4,1982,Comedy,Sydney Pollack
Insurgent,6.2,2015,Action,Robert Schwentke
Kung Fu Panda 2,7.2,2011,Animation,Jennifer Yuh Nelson
Grosse Pointe Blank,7.3,1997,Action,George Armitage
Hachi: A Dog's Tale,8.1,2009,Biography,Lasse Hallström
Moonstruck,7.1,1987,Comedy,Norman Jewison
Waves,7.5,2019,Drama,Trey Edward Shults
Geostorm,5.3,2017,Action,Dean Devlin
Injustice,6.3,2021,Animation,Matt Peters
You Were Never Really Here,6.8,2017,Crime,Lynne Ramsay
Small Engine Repair,6.5,2021,Comedy,John Pollono
Tenki no ko,7.5,2019,Animation,Makoto Shinkai
Ever After,7,1998,Comedy,Andy Tennant
The Man from Earth,7.9,2007,Drama,Richard Schenkman
Resurrection,6.9,2022,Crime,Andrew Semans
The Highwaymen,6.9,2019,Biography,John Lee Hancock
9,7,2009,Animation,Shane Acker
The Siege,6.3,1998,Action,Edward Zwick
News of the World,6.8,2020,Action,Paul Greengrass
Real Steel,7.1,2011,Action,Shawn Levy
Bill & Ted Face the Music,5.9,2020,Adventure,Dean Parisot
Back to the Outback,6.5,2021,Animation,Clare Knight
The Hunchback of Notre Dame,7.8,1939,Drama,William Dieterle
The Cable Guy,6.1,1996,Comedy,Ben Stiller
Gräns,7,2018,Crime,Ali Abbasi
Life Itself,6.8,2018,Drama,Dan Fogelman
Rookie of the Year,6,1993,Comedy,Daniel Stern
Rampage,6.1,2018,Action,Brad Peyton
Silk Stockings,6.8,1957,Comedy,Rouben Mamoulian
Quo Vadis,7.1,1951,Biography,Mervyn LeRoy
Finding You,6.3,2020,Drama,Brian Baugh
Les frères Sisters,6.9,2018,Crime,Jacques Audiard
L'amant,6.8,1992,Biography,Jean-Jacques Annaud
Dragged Across Concrete,6.9,2018,Action,S. Craig Zahler
Annabelle Comes Home,5.9,2019,Horror,Gary Dauberman
Severance,6.4,2006,Comedy,Christopher Smith
Top Secret!,7.2,1984,Comedy,Jim Abrahams
Gokseong,7.4,2016,Drama,Na Hong-jin
Trolls,6.4,2016,Animation,Mike Mitchell
Drive Angry,5.4,2011,Action,Patrick Lussier
Hitman,6.2,2007,Action,Xavier Gens
You've Got Mail,6.7,1998,Comedy,Nora Ephron
Beach Party,5.7,1963,Comedy,William Asher
Rise of the Footsoldier: Origins,6.2,2021,Action,Nick Nevern
Hellboy II: The Golden Army,7,2008,Action,Guillermo del Toro
The Day the Earth Stood Still,7.8,1951,Drama,Robert Wise
3 Days to Kill,6.2,2014,Action,McG
Do the Right Thing,7.9,1989,Comedy,Spike Lee
Things Heard & Seen,5.3,2021,Drama,Shari Springer Berman
Paranormal Activity: Next of Kin,5.2,2021,Horror,William Eubank
The Doors,7.2,1991,Biography,Oliver Stone
Gremlins,7.3,1984,Comedy,Joe Dante
The Island of Dr. Moreau,4.5,1996,Horror,Richard Stanley
28 Days,6,2000,Comedy,Betty Thomas
That Awkward Moment,6.1,2014,Comedy,Tom Gormican
The League of Extraordinary Gentlemen,5.8,2003,Action,Stephen Norrington
Picture of Beauty,3.5,2017,Drama,Maxim Ford
127 Hours,7.6,2010,Biography,Danny Boyle
Goodbye Again,7,1961,Drama,Anatole Litvak
Son of God,5.7,2014,Biography,Christopher Spencer
Hocus Pocus,6.9,1993,Comedy,Kenny Ortega
The World Is Not Enough,6.4,1999,Action,Michael Apted
How to Lose a Guy in 10 Days,6.4,2003,Comedy,Donald Petrie
Vernost,5.8,2019,Drama,Nigina Sayfullaeva
Freddy vs. Jason,5.7,2003,Action,Ronny Yu
The Running Man,6.6,1987,Action,Paul Michael Glaser
Speed 2: Cruise Control,3.9,1997,Action,Jan de Bont
Home Again,5.8,2017,Comedy,Hallie Meyers-Shyer
The Foreigner,7,2017,Action,Martin Campbell
The Last Time I Saw Paris,6.1,1954,Drama,Richard Brooks
Freedom Writers,7.6,2007,Biography,Richard LaGravenese
Deepwater Horizon,7.1,2016,Action,Peter Berg
Flipped,7.7,2010,Comedy,Rob Reiner
Don't Go Near the Water,6.1,1957,Adventure,Charles Walters
It's a Mad Mad Mad Mad World,7.5,1963,Action,Stanley Kramer
37°2 le matin,7.3,1986,Drama,Jean-Jacques Beineix
Out of the Past,8,1947,Crime,Jacques Tourneur
Step Up,6.5,2006,Crime,Anne Fletcher
Dirty Harry,7.7,1971,Action,Don Siegel
V/H/S/94,5.4,2021,Horror,Chloe Okuno
Stay,6.7,2005,Drama,Marc Forster
Kelly's Heroes,7.6,1970,Adventure,Brian G. Hutton
Set It Up,6.5,2018,Comedy,Claire Scanlon
Boîte noire,7.2,2021,Drama,Yann Gozlan
Hostel: Part II,5.5,2007,Horror,Eli Roth
Joseph Andrews,5.6,1977,Adventure,Tony Richardson
Billy Elliot,7.7,2000,Drama,Stephen Daldry
Legion,5.2,2010,Action,Scott Stewart
Powder,6.6,1995,Drama,Victor Salva
Urban Legend,5.6,1998,Horror,Jamie Blanks
The Post,7.2,2017,Drama,Steven Spielberg
Back to the Future Part III,7.4,1990,Adventure,Robert Zemeckis
The Postman,6.1,1997,Action,Kevin Costner
Funny Games,7.5,1997,Crime,Michael Haneke
The Ridiculous 6,4.8,2015,Action,Frank Coraci
Chocolat,7.3,2000,Drama,Lasse Hallström
Made in Paris,5.4,1966,Comedy,Boris Sagal
The Insider,7.8,1999,Biography,Michael Mann
October Sky,7.8,1999,Biography,Joe Johnston
Frankenstein,6.3,1994,Drama,Kenneth Branagh
Valimai,7.1,2022,Action,H. Vinoth
Annabelle: Creation,6.5,2017,Horror,David F. Sandberg
War Horse,7.2,2011,Action,Steven Spielberg
Gold,6.7,2016,Crime,Stephen Gaghan
Pan,5.7,2015,Adventure,Joe Wright
The Recruit,6.6,2003,Action,Roger Donaldson
Hansel & Gretel: Witch Hunters,6.1,2013,Action,Tommy Wirkola
Eraser,6.1,1996,Action,Chuck Russell
Pocahontas,6.7,1995,Animation,Eric Goldberg
Paddington 2,7.8,2017,Adventure,Paul King
Cry-Baby,6.4,1990,Comedy,John Waters
Jacob's Ladder,7.4,1990,Drama,Adrian Lyne
Escape from New York,7.1,1981,Action,John Carpenter
Live and Let Die,6.7,1973,Action,Guy Hamilton
The Adventures of Tintin,7.3,2011,Animation,Steven Spielberg
Thunderball,6.9,1965,Action,Terence Young
Dreamgirls,6.6,2006,Drama,Bill Condon
Ghost World,7.3,2001,Comedy,Terry Zwigoff
As Above So Below,6.2,2014,Horror,John Erick Dowdle
Gleaming the Cube,6.2,1989,Action,Graeme Clifford
Finding 'Ohana,6.1,2021,Action,Jude Weng
Father of Flies,4.3,2021,Horror,Ben Charles Edwards
Harold & Kumar Go to White Castle,7,2004,Adventure,Danny Leiner
Always Be My Maybe,6.8,2019,Comedy,Nahnatchka Khan
Over the Hedge,6.7,2006,Animation,Tim Johnson
The Autopsy of Jane Doe,6.8,2016,Horror,André Øvredal
Bloodsport,6.8,1988,Action,Newt Arnold
